page,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
318,das,jung,F,Marbach,LU03,AISI,318_Pult_das_jung_F_Marbach_LU03_AISI.wav,Grammatik,Genuss,Pult,318
82,Üürbsi,jung,W,Gelterkinden,BL02,JVJL,082_Apfelüberrest_Üürbsi_jung_W_Gelterkinden_BL02_JVJL.wav,,,,0
196,ee,jung,W,Meiringen,BE17,SNDV,196_vier_ee_jung_W_Meiringen_BE17_SNDV.wav,,,,0
204,Schwoscht,jung,W,Thun,BE23,EVCN,204_Schwester_Schwoscht_jung_W_Thun_BE23_EVCN.wav,Lautung,Vokale,Schwester,204
54,Biin(d)li,alt,M,Escholzmatt,LU01,YOFQ,054_Biene_Biin(d)li_alt_M_Escholzmatt_LU01_YOFQ.wav,Wortschatz,Tier,Biene,54
84,Heidelbe(e)r(i),jung,M,Mels,SG06,HGYK,084_Heidelbeere_Heidelbe(e)r(i)_jung_M_Mels_SG06_HGYK.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
128,Kuss,jung,M,Aarau,AG01,RBLS,128_Kuss_Kuss_jung_M_Aarau_AG01_RBLS.wav,Wortschatz,Gesellschaft,Kuss,128
122,Titti,jung,W,Unterschächen,UR03,FIBD,122_Puppe_Titti_jung_W_Unterschächen_UR03_FIBD.wav,Wortschatz,Gesellschaft,Puppe,122
112,Güpfi,alt,F,Merenschwand,AG07,JSHF,112_Dutt_Güpfi_alt_F_Merenschwand_AG07_JSHF.wav,Wortschatz,Mensch,Dutt,112
270,i überchume,alt,W,Thun,BE23,DJVZ,270_bekommen_i überchume_alt_W_Thun_BE23_DJVZ.wav,Grammatik,Verb,bekommen,270
166,ää,jung,M,Langenthal,BE14,BNOO,166_Käse_ää_jung_M_Langenthal_BE14_BNOO.wav,,,,0
196,ìä,alt,W,Unterschächen,UR03,ZPGU,196_vier_ìä_alt_W_Unterschächen_UR03_ZPGU.wav,,,,0
72,ritigampfe,jung,M,Münchenbuchsee,BE18,SQAT,072_schaukeln_ritigampfe_jung_M_Münchenbuchsee_BE18_SQAT.wav,Wortschatz,Haus und Garten,schaukeln,72
72,wäägge,alt,M,Vals,GR09,MHUD,072_schaukeln_wäägge_alt_M_Vals_GR09_MHUD.wav,Wortschatz,Haus und Garten,schaukeln,72
224,Himu,alt,W,Huttwil,BE11,HWOL,224_Himmel (l-Vokalisierung)_Himu_alt_W_Huttwil_BE11_HWOL.wav,Lautung,Konsonanten,Himmel (l-Vokalisierung),224
100,Zückerli,jung,M,Schiers,GR06,NIDZ,100_Bonbon_Zückerli_jung_M_Schiers_GR06_NIDZ.wav,Wortschatz,Essen und Trinken,Bonbon,100
72,gglangge,alt,M,St Niklaus,VS08,BNOH,072_schaukeln_gglangge_alt_M_St Niklaus_VS08_BNOH.wav,Wortschatz,Haus und Garten,schaukeln,72
50,Reschi,jung,W,St. Niklaus,VS08,MSOH,050_Pferd_Reschi_jung_W_St. Niklaus_VS08_MSOH.wav,Wortschatz,Tier,Pferd,50
182,öuw,jung,M,Obersaxen,GR05,BYRJ,182_neu_öuw_jung_M_Obersaxen_GR05_BYRJ.wav,Lautung,Vokale,neu,182
32,eppis,alt,W,Grindelwald,BE10,KCUO,032_etwas_eppis_alt_W_Grindelwald_BE10_KCUO.wav,Wortschatz,Häufige Wörter,etwas,32
30,nütz,jung,W,Appenzell,AI01,TRDS,030_nichts_nütz_jung_W_Appenzell_AI01_TRDS.wav,Wortschatz,Häufige Wörter,nichts,30
84,Hüüti,alt,W,Düdingen,FR04,FJHI,084_Heidelbeeri_Hüüti_alt_W_Düdingen_FR04_FJHI.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
116,Schnudernase,alt,W,Davos-Frauenkirch,GR03,NDWO,116_Schnupfen_Schnudernase_alt_W_Davos-Frauenkirch_GR03_NDWO.wav,Wortschatz,Mensch,Schnupfen,116
112,Dutt,jung,M,Wil,SG12,NZQW,112_Dutt_Dutt_jung_M_Wil_SG12_NZQW.wav,Wortschatz,Mensch,Dutt,112
310,das,jung,W,Bern,BE03,TPVA,310_Migros_das_jung_W_Bern_BE03_TPVA.wav,Grammatik,Genuss,Migros,310
112,Chnoote,alt,M,Vättis,SG11,XZKG,112_Dutt_Chnoote_alt_M_Vättis_SG11_XZKG.wav,Wortschatz,Mensch,Dutt,112
256,chum,jung,W,Basel,BS01,DSIC,256_ich komme_chum_jung_W_Basel_BS01_DSIC.wav,Grammatik,Verb,ich komme,256
112,Dutt,alt,W,Fischingen,TG03,FPFX,112_Dutt_Dutt_alt_W_Fischingen_TG03_FPFX.wav,Wortschatz,Mensch,Dutt,112
284,Hündli,jung,W,Bülach,ZH02,TPTK,284_Hündchen_Hündli_jung_W_Bülach_ZH02_TPTK.wav,Grammatik,Substantiv,Hündchen,284
78,Chanabee,alt,W,Willisau,LU06,CWHJ,078_Sofa_Chanabee_alt_W_Willisau_LU06_CWHJ.wav,Wortschatz,Haus und Garten,Sofa,78
78,Sofa,alt,W,Ins,BE12,LHTZ,078_Sofa_Sofa_alt_W_Ins_BE12_LHTZ.wav,Wortschatz,Haus und Garten,Sofa,78
38,uf,alt,M,Maur,ZH04,CJRU,038_in-zu_uf_alt_M_Maur_ZH04_CJRU.wav,Wortschatz,Häufige Wörter,in/zu,38
112,hochgsteckt,jung,M,Oberägeri,ZG01,PYDG,112_Dutt_hochgsteckt_jung_M_Oberägeri_ZG01_PYDG.wav,Wortschatz,Mensch,Dutt,112
186,ìì,jung,W,Plaffeien,FR06,YDQV,186_Geiss_ìì_jung_W_Plaffeien_FR06_YDQV.wav,Lautung,Vokale,Geiss,186
226,ggsch,alt,M,Visp,VS10,NMUE,226_sechs_ggsch_alt_M_Visp_VS10_NMUE.wav,Lautung,Konsonanten,sechs,226
76,Chaschte,alt,M,Jaun,FR04,RSUK,076_Schublade_Chaschte_alt_M_Jaun_FR04_RSUK.wav,Wortschatz,Haus und Garten,Schublade,76
82,Bätzgi,jung,M,Willisau,LU06,TIXC,082_Apfelüberrest_Bätzgi_jung_M_Willisau_LU06_TIXC.wav,,,,0
128,Chuss,alt,W,Schiers,GR06,XEUG,128_Kuss_Chuss_alt_W_Schiers_GR06_XEUG.wav,Wortschatz,Gesellschaft,Kuss,128
112,Gägger,alt,M,Jaun,FR04,MRDQ,112_Dutt_Gägger_alt_M_Jaun_FR04_MRDQ.wav,Wortschatz,Mensch,Dutt,112
176,ei,alt,M,Stans-Oberdorf,NW01,GHMK,176_Mäuse_ei_alt_M_Stans-Oberdorf_NW01_GHMK.wav,,,,0
82,Bütschgi,alt,M,Bülach,ZH02,AWQT,082_Apfelüberrest_Bütschgi_alt_M_Bülach_ZH02_AWQT.wav,,,,0
188,öü,jung,M,Visp,VS10,NMZI,188_Augen_öü_jung_M_Visp_VS10_NMZI.wav,Lautung,Vokale,Augen,188
166,ää,alt,M,Langenthal,BE14,HUBI,166_Käse_ää_alt_M_Langenthal_BE14_HUBI.wav,,,,0
26,lue,jung,W,Büren,BE06,APFB,026_schau_lue_jung_W_Büren_BE06_APFB.wav,Wortschatz,Häufige Wörter,schau!,26
92,Bröisi,alt,W,Gränichen,AG05,LVXL,092_Rösti_Bröisi_alt_W_Gränichen_AG05_LVXL.wav,Wortschatz,Essen und Trinken,Rösti,92
216,sch,jung,M,Brig-Glis-Gamsen-Ried-Brig,VS03,TFRP,216_Eis (Konsonant)_sch_jung_M_Brig-Glis-Gamsen-Ried-Brig_VS03_TFRP.wav,Lautung,Konsonanten,Eis (Konsonant),216
218,nn,jung,M,Sumiswald,BE22,XYEK,218_Tanne (Geminate)_nn_jung_M_Sumiswald_BE22_XYEK.wav,Lautung,Konsonanten,Tanne (Geminate),218
66,Glungge,jung,W,Langnau,BE15,LEGF,066_Pfütze_Glungge_jung_W_Langnau_BE15_LEGF.wav,Wortschatz,Haus und Garten,Pfütze,66
66,Glunte,jung,W,Meiringen,BE17,SNDV,066_Pfütze_Glunte_jung_W_Meiringen_BE17_SNDV.wav,Wortschatz,Haus und Garten,Pfütze,66
84,Hììti,jung,M,Düdingen,FR01,YKFP,084_Heidelbeere_Hììti_jung_M_Düdingen_FR01_YKFP.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
98,Aihu,alt,W,Blatten,VS01,YELS,098_Butter_Aihu_alt_W_Blatten_VS01_YELS.wav,Wortschatz,Essen und Trinken,Butter,98
168,ee,jung,W,Spreitenbach,AG09,KPHL,168_Schnee_ee_jung_W_Spreitenbach_AG09_KPHL.wav,Lautung,Vokale,Schnee,168
112,Bürzi,jung,W,Spiez-Faulensee,BE08,UDTD,112_Dutt_Bürzi_jung_W_Spiez-Faulensee_BE08_UDTD.wav,Wortschatz,Mensch,Dutt,112
182,iib,jung,M,Hospental,UR02,BDGM,182_neu_iib_jung_M_Hospental_UR02_BDGM.wav,Lautung,Vokale,neu,182
84,Hüüti,jung,W,Düdingen,FR01,BFKG,084_Heidelbeere_Hüüti_jung_W_Düdingen_FR01_BFKG.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
188,oi,jung,M,Blatten,VS01,STGG,188_Augen_oi_jung_M_Blatten_VS01_STGG.wav,Lautung,Vokale,Augen,188
38,uf dr Blattu,alt,F,Blatten,VS01,YELS,038_in-zu_uf dr Blattu_alt_F_Blatten_VS01_YELS.wav,Wortschatz,Häufige Wörter,in/zu,38
122,Peppi,alt,W,Bosco-Gurin,TI01,GJCI,122_Puppe_Peppi_alt_W_Bosco-Gurin_TI01_GJCI.wav,Wortschatz,Gesellschaft,Puppe,122
72,lettä,jung,W,Bosco-Gurin,TI01,UPAW,072_schaukeln_lettä_jung_W_Bosco-Gurin_TI01_UPAW.wav,Wortschatz,Haus und Garten,schaukeln,72
182,i(i)w(w),alt,M,Ernen,VS02,OPGH,182_neu_i(i)w(w)_alt_M_Ernen_VS02_OPGH.wav,Lautung,Vokale,neu,182
98,Schma(a)lz,jung,W,Schiers,GR06,BYRX,098_Butter_Schma(a)lz_jung_W_Schiers_GR06_BYRX.wav,Wortschatz,Essen und Trinken,Butter,98
286,Bärneri,alt,W,Bauma-Saland,ZH01,LMVO,286_Bernerin_Bärneri_alt_W_Bauma-Saland_ZH01_LMVO.wav,Grammatik,Substantiv,Bernerin,286
100,Täfi,jung,F,Grindelwald,BE10,SDYX,100_Bonbon_Täfi_jung_F_Grindelwald_BE10_SDYX.wav,Wortschatz,Essen und Trinken,Bonbon,100
302,mi,alt,W,Liestal,BL04,ZVMY,302_meine Cousine_mi_alt_W_Liestal_BL04_ZVMY.wav,Grammatik,Pronomen,meine Cousine,302
88,Zibele,jung,W,Sumiswald,BE22,BLZL,088_Zwiebel_Zibele_jung_W_Sumiswald_BE22_BLZL.wav,Wortschatz,Essen und Trinken,Zwiebel,88
310,das,alt,W,Burgdorf,BE07,MIDF,310_Migros_das_alt_W_Burgdorf_BE07_MIDF.wav,Grammatik,Genuss,Migros,310
268,prunge,jung,M,Escholzmatt,LU01,BNBQ,268_gebracht_prunge_jung_M_Escholzmatt_LU01_BNBQ.wav,Grammatik,Verb,gebracht,268
82,Hüschtschi,alt,W,Bosco-Gurin,TI01,GJCI,082_Apfelüberrest_Hüschtschi_alt_W_Bosco-Gurin_TI01_GJCI.wav,,,,0
26,gugg,jung,W,Zweisimmen,BE25,NQPL,026_schau_gugg_jung_W_Zweisimmen_BE25_NQPL.wav,Wortschatz,Häufige Wörter,schau!,26
66,Glungge,alt,W,Konolfingen,BE13,CMSY,066_Pfütze_Glungge_alt_W_Konolfingen_BE13_CMSY.wav,Wortschatz,Haus und Garten,Pfütze,66
116,Schnuder,alt,M,Saas-Grund,VS05,UCAX,116_Schnupfen_Schnuder_alt_M_Saas-Grund_VS05_UCAX.wav,Wortschatz,Mensch,Schnupfen,116
324,der Patrick,jung,W,Würenlingen,AG10,CRWO,324_(der) Patrick_der Patrick_jung_W_Würenlingen_AG10_CRWO.wav,Grammatik,Satzbau,(der) Patrick,324
128,Muntsch(i),jung,W,Meiringen,BE17,SNDV,128_Kuss_Muntsch(i)_jung_W_Meiringen_BE17_SNDV.wav,Wortschatz,Gesellschaft,Kuss,128
128,Müntsi,jung,W,Düdingen,FR01,BFKG,128_Kuss_Müntsi_jung_W_Düdingen_FR01_BFKG.wav,Wortschatz,Gesellschaft,Kuss,128
152,è,jung,M,Burgdorf,BE07,GZMD,152_Bett_è_jung_M_Burgdorf_BE07_GZMD.wav,Lautung,Vokale,Bett,152
98,der-Butter,jung,M,Saas-Grund,VS05,GXEB,098_Butter_der-Butter_jung_M_Saas-Grund_VS05_GXEB.wav,Wortschatz,Essen und Trinken,Butter,98
112,Pfürzi,alt,M,Basel,BS01,IHIF,112_Dutt_Pfürzi_alt_M_Basel_BS01_IHIF.wav,Wortschatz,Mensch,Dutt,112
225,Strääl,jung,M,Eschenbach,SG03,EDLT,225_Strääl_Strääl_jung_M_Eschenbach_SG03_EDLT.wav,,,,0
72,lettä,alt,W,Bosco-Gurin,TI01,VGXK,072_schaukeln_lettä_alt_W_Bosco-Gurin_TI01_VGXK.wav,Wortschatz,Haus und Garten,schaukeln,72
112,Huppi,alt,W,Willisau,LU06,CWHJ,112_Dutt_Huppi_alt_W_Willisau_LU06_CWHJ.wav,Wortschatz,Mensch,Dutt,112
268,gibrungut,alt,M,Saas-Grund,VS05,UCAX,268_gebracht_gibrungut_alt_M_Saas-Grund_VS05_UCAX.wav,Grammatik,Verb,gebracht,268
120,Baby,alt,M,Maur,ZH04,CJRU,120_Baby_Baby_alt_M_Maur_ZH04_CJRU.wav,Wortschatz,Mensch,Baby,120
156,o,alt,W,Zürich,ZH07,UNOI,156_gotte_o_alt_W_Zürich_ZH07_UNOI.wav,Lautung,Vokale,Gotte,156
328,glaa la gaa,alt,M,Hospental,UR02,RLFX,328_gehen lassen_glaa la gaa_alt_M_Hospental_UR02_RLFX.wav,Grammatik,Satzbau,gehen lassen,328
302,min,alt,W,Bosco-Gurin,TI01,GJCI,302_meine Cousine_min_alt_W_Bosco-Gurin_TI01_GJCI.wav,Grammatik,Pronomen,meine Cousine,302
270,ich uberchu,alt,W,Bosco-Gurin,TI01,GJCI,270_bekommen_ich uberchu_alt_W_Bosco-Gurin_TI01_GJCI.wav,Grammatik,Verb,bekommen,270
30,nit,alt,W,Bosco-Gurin,TI01,GJCI,030_nichts_nit_alt_W_Bosco-Gurin_TI01_GJCI.wav,Wortschatz,Häufige Wörter,nichts,30
182,i(i)w(w),jung,M,Ernen,VS02,SBMK,182_neu_i(i)w(w)_jung_M_Ernen_VS02_SBMK.wav,Lautung,Vokale,neu,182
44,Güggu,jung,W,Bern,BE03,DYND,044_Hahn_Güggu_jung_W_Bern_BE03_DYND.wav,Wortschatz,Tier,Hahn,44
112,Rugel(i),jung,W,Lungern,OW02,QDGV,112_Dutt_Rugel(i)_jung_W_Lungern_OW02_QDGV.wav,Wortschatz,Mensch,Dutt,112
88,Zübele,alt,M,Jaun,FR04,MRDQ,088_Zwiebel_Zübele_alt_M_Jaun_FR04_MRDQ.wav,Wortschatz,Essen und Trinken,Zwiebel,88
116,Rüüm(m)e,alt,M,Saanen-Gstaad,BE20,FRBT,116_Schnupfen_Rüüm(m)e_alt_M_Saanen-Gstaad_BE20_FRBT.wav,Wortschatz,Mensch,Schnupfen,116
26,lùg,jung,M,Zofingen,AG11,VITE,026_schau_lùg_jung_M_Zofingen_AG11_VITE.wav,Wortschatz,Häufige Wörter,schau!,26
98,das-Butter,jung,M,Churwalden,GR02,FYQI,098_Butter_das-Butter_jung_M_Churwalden_GR02_FYQI.wav,Wortschatz,Essen und Trinken,Butter,98
268,gabrunge,alt,W,Schmitten,GR07,YLOG,268_gebracht_gabrunge_alt_W_Schmitten_GR07_YLOG.wav,Grammatik,Verb,gebracht,268
54,Bei(j)eli,alt,M,Langnau,BE15,NFNF,054_Biene_Bei(j)eli_alt_M_Langnau_BE15_NFNF.wav,Wortschatz,Tier,Biene,54
150,ea,jung,M,Oberriet,SG07,RXJS,150_Speck_ea_jung_M_Oberriet_SG07_RXJS.wav,Lautung,Vokale,Speck,150
196,ua,jung,W,Churwalden,GR02,LAKO,196_Bruder_ua_jung_W_Churwalden_GR02_LAKO.wav,Lautung,Vokale,Bruder,196
158,ù-o,jung,W,Zweisimmen,BE25,NQPL,158_Küche_ù-o_jung_W_Zweisimmen_BE25_NQPL.wav,Lautung,Vokale,Küche,158
54,Bii(j)i,alt,M,Brig-Glis-Gamsen-Ried-Brig,VS03,TYEY,054_Biene_Bii(j)i_alt_M_Brig-Glis-Gamsen-Ried-Brig_VS03_TYEY.wav,Wortschatz,Tier,Biene,54
316,das,alt,W,Zürich,ZH07,JEAO,316_Hochzeit_das_alt_W_Zürich_ZH07_JEAO.wav,Grammatik,Genuss,Hochzeit,316
312,das,alt,M,Zweisimmen,BE25,TUSD,312_Tee_das_alt_M_Zweisimmen_BE25_TUSD.wav,Grammatik,Genuss,Tee,312
204,Schwöschter,alt,W,Winterthur,ZH06,UMFL,204_Schwester_Schwöschter_alt_W_Winterthur_ZH06_UMFL.wav,Lautung,Vokale,Schwester,204
88,Zübele,jung,W,Jaun,FR04,RHYD,088_Zwiebel_Zübele_jung_W_Jaun_FR04_RHYD.wav,Wortschatz,Essen und Trinken,Zwiebel,88
286,Bärnera,jung,W,Saanen-Gstaad,BE20,SLLT,286_Bernerin_Bärnera_jung_W_Saanen-Gstaad_BE20_SLLT.wav,Grammatik,Substantiv,Bernerin,286
228,re,jung,M,Muotathal,SZ03,FJJI,228_gern_re_jung_M_Muotathal_SZ03_FJJI.wav,Lautung,Konsonanten,gern,228
66,Gille,alt,M,Brig-Glis-Gamsen-Ried-Brig,VS03,TYEY,066_Pfütze_Gille_alt_M_Brig-Glis-Gamsen-Ried-Brig_VS03_TYEY.wav,Wortschatz,Haus und Garten,Pfütze,66
344,Gueten Oòbet,alt,W,Ermatingen,TG02,AHQM,344_Grussformeln (abends)_Gueten Oòbet_alt_W_Ermatingen_TG02_AHQM.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
78,Diwaan,alt,W,Menziken,AG06,BOUD,078_Sofa_Diwaan_alt_W_Menziken_AG06_BOUD.wav,Wortschatz,Haus und Garten,Sofa,78
82,Gröitschi,jung,W,Düdingen,FR01,BFKG,082_Apfelüberrest_Gröitschi_jung_W_Düdingen_FR01_BFKG.wav,,,,0
26,gugg,alt,W,Zweisimmen,BE25,JEAL,026_schau_gugg_alt_W_Zweisimmen_BE25_JEAL.wav,Wortschatz,Häufige Wörter,schau!,26
100,Zuckerstei,alt,W,Lungern,OW02,BCUE,100_Bonbon_Zuckerstei_alt_W_Lungern_OW02_BCUE.wav,Wortschatz,Essen und Trinken,Bonbon,100
120,Bebee(li),jung,W,Blumenstein,BE05,FPKO,120_Baby_Bebee(li)_jung_W_Blumenstein_BE05_FPKO.wav,Wortschatz,Mensch,Baby,120
66,Bädere,jung,W,Oberriet,SG07,EXRW,066_Pfütze_Bädere_jung_W_Oberriet_SG07_EXRW.wav,Wortschatz,Haus und Garten,Pfütze,66
82,Gige(r)tschi,jung,W,Solothurn,SO04,LLNV,082_Apfelüberrest_Gige(r)tschi_jung_W_Solothurn_SO04_LLNV.wav,,,,0
100,Bonggini,alt,W,Salgesch,VS06,CZJB,100_Bonbon_Bonggini_alt_W_Salgesch_VS06_CZJB.wav,Wortschatz,Essen und Trinken,Bonbon,100
54,Imbi,jung,W,Reigoldswil,BL05,ZAAX,054_Biene_Imbi_jung_W_Reigoldswil_BL05_ZAAX.wav,Wortschatz,Tier,Biene,54
26,gschou,jung,M,Grindelwald,BE10,FQAF,026_schau_gschou_jung_M_Grindelwald_BE10_FQAF.wav,Wortschatz,Häufige Wörter,schau!,26
74,stäge,jung,M,Willisau,LU06,TIXC,074_Treppe_stäge_jung_M_Willisau_LU06_TIXC.wav,Wortschatz,Haus und Garten,Treppe,74
302,mi,jung,M,Laufen,BL03,JGLJ,302_meine Cousine_mi_jung_M_Laufen_BL03_JGLJ.wav,Grammatik,Pronomen,meine Cousine,302
196,öö-palatalisiert,alt,W,Meiringen,BE17,XVXT,196_Bruder_öö-palatalisiert_alt_W_Meiringen_BE17_XVXT.wav,Lautung,Vokale,Bruder,196
225,Sole,jung,M,Sumiswald,BE22,XYEK,225_Sohle_Sole_jung_M_Sumiswald_BE22_XYEK.wav,Lautung,Konsonanten,Sohle,225
344,Gueten Oòbet,jung,W,Ermatingen,TG02,QQKY,344_Grussformeln (abends)_Gueten Oòbet_jung_W_Ermatingen_TG02_QQKY.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
244,KiOsk,jung,W,Würenlingen,AG10,AHQN,244_Kiosk_KiOsk_jung_W_Würenlingen_AG10_AHQN.wav,Lautung,Prosodie,Kiosk,244
270,i(ch) verchumu,alt,W,Salgesch,VS06,CZJB,270_bekommen_i(ch) verchumu_alt_W_Salgesch_VS06_CZJB.wav,Grammatik,Verb,bekommen,270
38,in,alt,M,Saas-Grund,VS05,AMHY,038_in-zu_in_alt_M_Saas-Grund_VS05_AMHY.wav,Wortschatz,Häufige Wörter,in/zu,38
84,Hììti,alt,M,Frutigen,BE09,AQZL,084_Heidelbeere_Hììti_alt_M_Frutigen_BE09_AQZL.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
30,niit,alt,W,Meiringen,BE17,XVXT,030_nichts_niit_alt_W_Meiringen_BE17_XVXT.wav,Wortschatz,Häufige Wörter,nichts,30
112,Pfuggi,alt,W,Saanen-Gstaad,BE20,JNDD,112_Dutt_Pfuggi_alt_W_Saanen-Gstaad_BE20_JNDD.wav,Wortschatz,Mensch,Dutt,112
54,Biine,jung,W,Vals,GR09,KVYN,054_Biene_Biine_jung_W_Vals_GR09_KVYN.wav,Wortschatz,Tier,Biene,54
332,la-ne-gaa,jung,W,Frauenfeld,TG04,ZUYN,332_Lass ihn gehen_la-ne-gaa_jung_W_Frauenfeld_TG04_ZUYN.wav,Grammatik,Satzbau,Lass ihn gehen,332
78,Couch,alt,W,Diepoldsau,SG01,FNGR,078_Sofa_Couch_alt_W_Diepoldsau_SG01_FNGR.wav,Wortschatz,Haus und Garten,Sofa,78
256,chuma,alt,F,Churwalden,GR02,IKIA,256_ich komme_chuma_alt_F_Churwalden_GR02_IKIA.wav,Grammatik,Verb,ich komme,256
150,e,jung,W,Hintere Linthal-Auen,GL01,WCWE,150_Speck_e_jung_W_Hintere Linthal-Auen_GL01_WCWE.wav,Lautung,Vokale,Speck,150
30,nüüt,alt,W,Bülach,ZH02,NUHA,030_nichts_nüüt_alt_W_Bülach_ZH02_NUHA.wav,Wortschatz,Häufige Wörter,nichts,30
278,Bett,alt,M,Thun,BE23,JXAT,278_Bett Plural_Bett_alt_M_Thun_BE23_JXAT.wav,Grammatik,Substantiv,Bett Plural,278
214,vorderes-r,jung,M,Münchenbuchsee,BE18,SQAT,214_Rad_vorderes-r_jung_M_Münchenbuchsee_BE18_SQAT.wav,Lautung,Konsonanten,Rad,214
66,Bädere,alt,W,Oberriet,SG07,BTKD,066_Pfütze_Bädere_alt_W_Oberriet_SG07_BTKD.wav,Wortschatz,Haus und Garten,Pfütze,66
82,Gütschi,alt,M,Hintere Linthal-Auen,GL01,ROMW,082_Apfelüberrest_Gütschi_alt_M_Hintere Linthal-Auen_GL01_ROMW.wav,,,,0
168,èè,jung,M,Bern,BE03,HFSV,168_Schnee_èè_jung_M_Bern_BE03_HFSV.wav,Lautung,Vokale,Schnee,168
302,miini,alt,W,Stans-Oberdorf,NW01,ESTD,302_meine Cousine_miini_alt_W_Stans-Oberdorf_NW01_ESTD.wav,Grammatik,Pronomen,meine Cousine,302
168,ìì,alt,W,Saas-Grund,VS05,QDBA,168_Schnee_ìì_alt_W_Saas-Grund_VS05_QDBA.wav,Lautung,Vokale,Schnee,168
54,Biine,alt,M,Vals,GR09,OYUZ,054_Biene_Biine_alt_M_Vals_GR09_OYUZ.wav,Wortschatz,Tier,Biene,54
112,Tschügge,jung,M,Ernen,VS02,SXHP,112_Dutt_Tschügge_jung_M_Ernen_VS02_SXHP.wav,Wortschatz,Mensch,Dutt,112
146,à,alt,M,Zürich,ZH07,KPFH,146_Achse_à_alt_M_Zürich_ZH07_KPFH.wav,Lautung,Vokale,Achse,146
112,Runggel(i),alt,M,Muotathal,SZ03,AOLG,112_Dutt_Runggel(i)_alt_M_Muotathal_SZ03_AOLG.wav,Wortschatz,Mensch,Dutt,112
122,Määgga,alt,M,Zermatt,VS11,KHMQ,122_Puppe_Määgga_alt_M_Zermatt_VS11_KHMQ.wav,Wortschatz,Gesellschaft,Puppe,122
98,Anke,jung,W,Sumiswald,BE22,BLZL,098_Butter_Anke_jung_W_Sumiswald_BE22_BLZL.wav,Wortschatz,Essen und Trinken,Butter,98
88,Belle,alt,M,Altdorf,UR01,KEDM,088_Zwiebel_Belle_alt_M_Altdorf_UR01_KEDM.wav,Wortschatz,Essen und Trinken,Zwiebel,88
70,Zun,jung,M,Saanen-Gstaad,BE20,OTGL,070_Zaun_Zun_jung_M_Saanen-Gstaad_BE20_OTGL.wav,Wortschatz,Haus und Garten,Zaun,70
286,Bärnerin,jung,M,Zofingen,AG11,VITE,286_Bernerin_Bärnerin_jung_M_Zofingen_AG11_VITE.wav,Grammatik,Substantiv,Bernerin,286
88,Bülle,alt,M,Diepoldsau,SG01,UICW,088_Zwiebel_Bülle_alt_M_Diepoldsau_SG01_UICW.wav,Wortschatz,Essen und Trinken,Zwiebel,88
216,sch,alt,M,Brig-Glis-Gamsen-Ried-Brig,VS03,TYEY,216_Eis (Konsonant)_sch_alt_M_Brig-Glis-Gamsen-Ried-Brig_VS03_TYEY.wav,Lautung,Konsonanten,Eis (Konsonant),216
154,ì-e,jung,M,Zweisimmen,BE25,XDYX,154_Schlitten_ì-e_jung_M_Zweisimmen_BE25_XDYX.wav,Lautung,Vokale,Schlitten,154
168,ea,jung,W,Grabs,SG05,NWFD,168_Schnee_ea_jung_W_Grabs_SG05_NWFD.wav,Lautung,Vokale,Schnee,168
84,Höipe(e)ri,alt,W,Schwyz,SZ04,UZPN,084_Heidelbeere_Höipe(e)ri_alt_W_Schwyz_SZ04_UZPN.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
276,Maa,alt,W,Laufen,BL03,DJLC,276_Mann Plural_Maa_alt_W_Laufen_BL03_DJLC.wav,Grammatik,Substantiv,Mann Plural,276
344,Grüezi,alt,M,Vättis,SG11,AYBA,344_Grussformeln (abends)_Grüezi_alt_M_Vättis_SG11_AYBA.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
182,üü,alt,M,Einsiedeln,SZ01,GAUD,182_neu_üü_alt_M_Einsiedeln_SZ01_GAUD.wav,Lautung,Vokale,neu,182
66,Butz,jung,M,Bosco-Gurin,TI01,SSQE,066_Pfütze_Butz_jung_M_Bosco-Gurin_TI01_SSQE.wav,Wortschatz,Haus und Garten,Pfütze,66
166,ie,alt,M,Jaun,FR04,MRDQ,166_Käse_ie_alt_M_Jaun_FR04_MRDQ.wav,,,,0
100,Täfi,alt,M,Grindelwald,BE10,RVPF,100_Bonbon_Täfi_alt_M_Grindelwald_BE10_RVPF.wav,Wortschatz,Essen und Trinken,Bonbon,100
172,oo,jung,M,Zürich,ZH07,BHXO,172_Brot_oo_jung_M_Zürich_ZH07_BHXO.wav,Lautung,Vokale,Brot,172
88,Bölle,alt,M,Hintere Linthal-Auen,GL01,ROMW,088_Zwiebel_Bölle_alt_M_Hintere Linthal-Auen_GL01_ROMW.wav,Wortschatz,Essen und Trinken,Zwiebel,88
344,Gueten Aabe,jung,M,Langenthal,BE14,BNOO,344_Grussformeln (abends)_Gueten Aabe_jung_M_Langenthal_BE14_BNOO.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
