ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio
1682,5,100,Bonbon,(Zucker-)Boone Bööneli,jung,W,Unterschächen UR,UR03,GOYC,100_Bonbon_(Zucker-)Boone Bööneli_jung_W_Unterschächen_UR03_GOYC.wav
1683,7,138,Taschentuch,Fazeneetli,alt,M,Muotathal SZ,SZ03,AOLG,138_Taschentuch_Fazeneetli_alt_M_Muotathal_SZ03_AOLG.wav
1684,6,110,Quetschfleck,Blöiele±,jung,W,Bülach ZH,ZH02,VUTP,110_Quetschfleck_Blöiele±_jung_W_Bülach_ZH02_VUTP.wav
1685,2,32,etwas,öppis öppes,jung,M,Huttwil BE,BE11,ZGBL,032_etwas_öppis öppes_jung_M_Huttwil_BE11_ZGBL.wav
1686,2,42,herauf,e(m)brü(ü)f±,jung,W,Brig + Ried VS,VS03,PGMA,042_herauf_e(m)brü(ü)f±_jung_W_Brig + Ried_VS03_PGMA.wav
1687,3,58,Schmetterling,Schmätterling,jung,W,Sumiswald BE,BE22,BLZL,058_Schmetterling_Schmätterling_jung_W_Sumiswald_BE22_BLZL.wav
1688,7,122,Puppe,Titti±,jung,W,Unterschächen UR,UR03,FIBD,122_Puppe_Titti±_jung_W_Unterschächen_UR03_FIBD.wav
1689,9,186,Geiss,ää,alt,M,Appenzell AI,AI01,VJUZ,186_Geiss_ää_alt_M_Appenzell_AI01_VJUZ.wav
1690,7,136,plaudern,plöiderle,jung,M,Langnau BE,BE15,VGMD,136_plaudern_plöiderle_jung_M_Langnau_BE15_VGMD.wav
1691,0,252,Sprechgeschwindigkeit,schnell,alt,M,Zermatt VS,VS11,KOOG,252_Sprechgeschwindigkeit_schnell_alt_M_Zermatt_VS11_KOOG.wav
1692,7,136,plaudern,rätsche,alt,W,Brig + Ried VS,VS03,ZVDJ,136_plaudern_rätsche_alt_W_Brig + Ried_VS03_ZVDJ.wav
1693,9,176,Mäuse,ii,alt,M,Blatten VS,VS01,ALGD,176_Mäuse_ii_alt_M_Blatten_VS01_ALGD.wav
1694,10,225,Strääl,Strääl,alt,M,Eschenbach SG,SG03,QBYH,225_Strääl_Strääl_alt_M_Eschenbach_SG03_QBYH.wav
1694,10,225,Strääl,Strääl,alt,M,Eschenbach SG,SG03,QBYH,225_Strääl_Strääl_alt_M_Eschenbach_SG03_QBYH.wav
1695,2,34,jemand,näber(t),jung,M,Appenzell AI,AI01,VRST,034_jemand_näber(t)_jung_M_Appenzell_AI01_VRST.wav
1696,4,76,Schublade,Schublade,alt,W,Münchenbuchsee BE,BE18,CYKL,076_Schublade_Schublade_alt_W_Münchenbuchsee_BE18_CYKL.wav
1697,9,192,heuen,öu,jung,M,Saanen-Gstaad BE,BE20,FALC,192_heuen_öu_jung_M_Saanen-Gstaad_BE20_FALC.wav
1698,4,60,Löwenzahn,Chrottepösche Chrotteblueme,jung,M,Bülach ZH,ZH02,HPNB,060_Löwenzahn_Chrottepösche Chrotteblueme_jung_M_Bülach_ZH02_HPNB.wav
1699,13,264,sein (Plural),sind sind sind,alt,W,Bremgarten + Widen + Zufikon AG,AG02,WRWX,264_sein (Plural)_sind sind sind_alt_W_Bremgarten + Widen + Zufikon_AG02_WRWX.wav
1700,5,90,Kartoffel,Häppera,jung,W,Düdingen FR,FR01,VHUA,090_Kartoffel_Häppera_jung_W_Düdingen_FR01_VHUA.wav
1701,13,266,"tragen, getragen","traagn, gitraagn",alt,M,Blatten VS,VS01,ALGD,"266_tragen, getragen_traagn, gitraagn_alt_M_Blatten_VS01_ALGD.wav"
1702,9,198,Füsse,ie,jung,M,Ernen VS,VS02,SBMK,198_Füsse_ie_jung_M_Ernen_VS02_SBMK.wav
1703,9,188,Augen,äu,alt,W,Spreitenbach AG,AG09,TNUQ,188_Augen_äu_alt_W_Spreitenbach_AG09_TNUQ.wav
1704,13,264,sein (Plural),sin sind sin,jung,M,Basel BS,BS01,XXCT,264_sein (Plural)_sin sind sin_jung_M_Basel_BS01_XXCT.wav
1705,5,104,Schoggistängeli,Tschiggolatschi,alt,W,Bosco Gurin TI,TI01,GJCI,104_Schoggistängeli_Tschiggolatschi_alt_W_Bosco Gurin_TI01_GJCI.wav
1706,13,262,haben (Plural),hend hend hend,jung,W,Fischingen TG,TG03,NMCH,262_haben (Plural)_hend hend hend_jung_W_Fischingen_TG03_NMCH.wav
1707,6,110,Quetschfleck,Pü(ü)le±,jung,M,Frutigen BE,BE09,KBMJ,110_Quetschfleck_Pü(ü)le±_jung_M_Frutigen_BE09_KBMJ.wav
1708,4,64,Giesskanne,Gspritzu,alt,W,Bosco Gurin TI,TI01,GJCI,064_Giesskanne_Gspritzu_alt_W_Bosco Gurin_TI01_GJCI.wav
1709,10,212,Kind,kch,jung,W,Oberriet SG,SG07,EXRW,212_Kind_kch_jung_W_Oberriet_SG07_EXRW.wav
1710,18,322,Mirjams Hut,ds Mirjamsch Huet,alt,W,Schiers GR,GR06,XEUG,322_Mirjams Hut_ds Mirjamsch Huet_alt_W_Schiers_GR06_XEUG.wav
1711,7,136,plaudern,traatsche,jung,W,Mels SG,SG06,XNAU,136_plaudern_traatsche_jung_W_Mels_SG06_XNAU.wav
1712,0,362,Vergleichstext,Lesesprache,jung,W,Altdorf UR,UR01,VQVH,362_Vergleichstext_Lesesprache_jung_W_Altdorf_UR01_VQVH.wav
1713,9,190,Frauen,ow,jung,M,Jaun FR,FR04,QOST,190_Frauen_ow_jung_M_Jaun_FR04_QOST.wav
1714,0,362,Vergleichstext,Lesesprache,alt,W,Escholzmatt LU,LU01,LQUM,362_Vergleichstext_Lesesprache_alt_W_Escholzmatt_LU01_LQUM.wav
1715,7,126,Kosewort,Schätzli±,alt,W,Vals GR,GR09,MXCL,126_Kosewort_Schätzli±_alt_W_Vals_GR09_MXCL.wav
1716,0,362,Vergleichstext,Lesesprache,jung,W,Avers GR,GR11,BUPG,362_Vergleichstext_Lesesprache_jung_W_Avers_GR11_BUPG.wav
1717,4,66,Pfütze,Gluntsche,alt,M,Gränichen AG,AG05,PWBS,066_Pfütze_Gluntsche_alt_M_Gränichen_AG05_PWBS.wav
1718,15,296,Der Geissbock ist wild,wild,alt,W,Konolfingen BE,BE13,CMSY,296_Der Geissbock ist wild_wild_alt_W_Konolfingen_BE13_CMSY.wav
1719,0,362,Vergleichstext,Lesesprache,jung,W,Wil SG,SG12,JCQC,362_Vergleichstext_Lesesprache_jung_W_Wil_SG12_JCQC.wav
1720,3,48,Kater,Kater,alt,W,Bülach ZH,ZH02,NUHA,048_Kater_Kater_alt_W_Bülach_ZH02_NUHA.wav
1721,14,280,Postauto Plural,Poschti,jung,W,Flawil SG,SG04,BXDO,280_Postauto Plural_Poschti_jung_W_Flawil_SG04_BXDO.wav
1722,14,280,Postauto Plural,Poschti,alt,W,Churwalden GR,GR02,IKIA,280_Postauto Plural_Poschti_alt_W_Churwalden_GR02_IKIA.wav
1723,9,174,Maus,uu,alt,W,Zofingen AG,AG11,ZCOU,174_Maus_uu_alt_W_Zofingen_AG11_ZCOU.wav
1724,7,126,Kosewort,Chérie,alt,M,Freiburg FR,FR02,DNTL,126_Kosewort_Chérie_alt_M_Freiburg_FR02_DNTL.wav
1725,7,142,Kondukteur,Kontrolleur,jung,M,Schaffhausen SH,SH01,RNLY,142_Kondukteur_Kontrolleur_jung_M_Schaffhausen_SH01_RNLY.wav
1726,9,174,Maus,öi,jung,M,Engelberg OW,OW01,VRKE,174_Maus_öi_jung_M_Engelberg_OW01_VRKE.wav
1727,0,362,Vergleichstext,Lesesprache,alt,W,Laufen BL,BL03,DJLC,362_Vergleichstext_Lesesprache_alt_W_Laufen_BL03_DJLC.wav
1728,16,302,meine Cousine,min,jung,W,Bosco Gurin TI,TI01,MCMB,302_meine Cousine_min_jung_W_Bosco Gurin_TI01_MCMB.wav
1729,7,130,Ohrfeige,Watsch(e)±,alt,M,Stans + Oberdorf NW,NW01,GHMK,130_Ohrfeige_Watsch(e)±_alt_M_Stans + Oberdorf_NW01_GHMK.wav
1730,14,284,Hündchen,Hundi,alt,M,Lauterbrunnen BE,BE16,HZVF,284_Hündchen_Hundi_alt_M_Lauterbrunnen_BE16_HZVF.wav
1731,2,42,hinauf,emüüf±,alt,M,Ernen VS,VS02,OPGH,042_hinauf_emüüf±_alt_M_Ernen_VS02_OPGH.wav
1732,0,362,Vergleichstext,Lesesprache,alt,W,Zug ZG,ZG02,JXGS,362_Vergleichstext_Lesesprache_alt_W_Zug_ZG02_JXGS.wav
1733,3,48,Kater,Rolli,alt,M,Davos-Frauenkirch GR,GR03,TVAU,048_Kater_Rolli_alt_M_Davos-Frauenkirch_GR03_TVAU.wav
1734,14,284,Hündchen,Hundi,jung,M,Obersaxen GR,GR05,BYRJ,284_Hündchen_Hundi_jung_M_Obersaxen_GR05_BYRJ.wav
1735,14,274,Tanne Plural,Tanna Tanne,alt,W,Brig + Ried VS,VS03,ZVDJ,274_Tanne Plural_Tanna Tanne_alt_W_Brig + Ried_VS03_ZVDJ.wav
1736,0,362,Vergleichstext,Lesesprache,alt,M,Solothurn SO,SO04,AWLY,362_Vergleichstext_Lesesprache_alt_M_Solothurn_SO04_AWLY.wav
1737,4,78,Sofa,Polstergruppe,jung,W,Spiez Faulensee BE,BE08,JMOG,078_Sofa_Polstergruppe_jung_W_Spiez Faulensee_BE08_JMOG.wav
1738,0,362,Vergleichstext,Lesesprache,alt,M,Igis GR,GR04,FSUY,362_Vergleichstext_Lesesprache_alt_M_Igis_GR04_FSUY.wav
1739,20,344,Grussformeln (abends),Hoi,jung,W,Avers GR,GR11,HLZY,344_Grussformeln (abends)_Hoi_jung_W_Avers_GR11_HLZY.wav
1740,7,128,Kuss,Muntsi,alt,W,Visp VS,VS10,QYGT,128_Kuss_Muntsi_alt_W_Visp_VS10_QYGT.wav
1741,18,330,gewesen bin,(won i es Chind) gsii bi(n),alt,M,Winterthur ZH,ZH06,RATN,330_gewesen bin_(won i es Chind) gsii bi(n)_alt_M_Winterthur_ZH06_RATN.wav
1742,18,322,Mirjams Hut,ar a der Mirjam ire Huet,jung,W,Blumenstein BE,BE05,FPKO,322_Mirjams Hut_ar a der Mirjam ire Huet_jung_W_Blumenstein_BE05_FPKO.wav
1743,2,42,herauf,u(u)fa,alt,W,Meiringen BE,BE17,XVXT,042_herauf_u(u)fa_alt_W_Meiringen_BE17_XVXT.wav
1744,10,238,Zins,in,jung,M,Burgdorf BE,BE07,GZMD,238_Zins_in_jung_M_Burgdorf_BE07_GZMD.wav
1745,17,306,"drei Männer, Frauen, Kinder",drüü drüü drüü,jung,W,St. Gallen SG,SG10,ZKCK,"306_drei Männer, Frauen, Kinder_drüü drüü drüü_jung_W_St. Gallen_SG10_ZKCK.wav"
1746,3,48,Kater,Maudi,alt,W,Schwyz SZ,SZ04,KETC,048_Kater_Maudi_alt_W_Schwyz_SZ04_KETC.wav
1747,5,84,Heidelbeere,Heiti,alt,W,Bern BE,BE03,GOAU,084_Heidelbeere_Heiti_alt_W_Bern_BE03_GOAU.wav
1748,9,170,Eis (Vokal),ii,alt,M,Bülach ZH,ZH02,AWQT,170_Eis (Vokal)_ii_alt_M_Bülach_ZH02_AWQT.wav
1749,20,344,Grussformeln (abends),Hopp,jung,M,Oberriet SG,SG07,EWCC,344_Grussformeln (abends)_Hopp_jung_M_Oberriet_SG07_EWCC.wav
1750,13,268,gebracht,prunge,alt,M,Schiers GR,GR06,ORWP,268_gebracht_prunge_alt_M_Schiers_GR06_ORWP.wav
1751,4,78,Sofa,Diwaan,jung,W,Ebnat-Kappel SG,SG02,GPAK,078_Sofa_Diwaan_jung_W_Ebnat-Kappel_SG02_GPAK.wav
1752,9,156,Gotte,ò,jung,M,Burgdorf BE,BE07,GZMD,156_Gotte_ò_jung_M_Burgdorf_BE07_GZMD.wav
1753,7,140,Schlittschuh laufen, Iisschue lauffe,alt,M,Merenschwand AG,AG07,YUAF,140_Schlittschuh laufen_ Iisschue lauffe_alt_M_Merenschwand_AG07_YUAF.wav
1754,0,362,Vergleichstext,Lesesprache,alt,W,Winterthur ZH,ZH06,UMFL,362_Vergleichstext_Lesesprache_alt_W_Winterthur_ZH06_UMFL.wav
1755,18,328,gehen lassen,la gaa±,jung,W,Sumiswald BE,BE22,BLZL,328_gehen lassen_la gaa±_jung_W_Sumiswald_BE22_BLZL.wav
1756,6,112,Dutt,Zopf±,alt,M,Schänis SG,SG09,BZEP,112_Dutt_Zopf±_alt_M_Schänis_SG09_BZEP.wav
1757,0,362,Vergleichstext,Lesesprache,alt,W,Aesch BL,BL01,BDUF,362_Vergleichstext_Lesesprache_alt_W_Aesch_BL01_BDUF.wav
1758,20,340,Grussformeln (mittags),Hallo,alt,W,Salgesch VS,VS06,ZMCX,340_Grussformeln (mittags)_Hallo_alt_W_Salgesch_VS06_ZMCX.wav
1759,0,362,Vergleichstext,Lesesprache,jung,W,Linthal-Auen GL,GL01,MJKM,362_Vergleichstext_Lesesprache_jung_W_Linthal-Auen_GL01_MJKM.wav
1760,18,334,Es kommt regnen,es chunt cho rägne,alt,W,Bern BE,BE03,GOAU,334_Es kommt regnen_es chunt cho rägne_alt_W_Bern_BE03_GOAU.wav
1761,4,78,Sofa,Sofa,alt,M,Zürich ZH,ZH07,KPFH,078_Sofa_Sofa_alt_M_Zürich_ZH07_KPFH.wav
1762,9,186,Geiss,òa,alt,M,Ermatingen TG,TG02,DTWK,186_Geiss_òa_alt_M_Ermatingen_TG02_DTWK.wav
1763,18,322,Mirjams Hut,ds Mirjamsch Hüet,alt,M,Saas-Grund VS,VS05,UCAX,322_Mirjams Hut_ds Mirjamsch Hüet_alt_M_Saas-Grund_VS05_UCAX.wav
1764,0,362,Vergleichstext,Lesesprache,jung,W,Zweisimmen BE,BE25,NQPL,362_Vergleichstext_Lesesprache_jung_W_Zweisimmen_BE25_NQPL.wav
1765,7,122,Puppe,Poppe±,jung,W,Vals GR,GR09,KFYD,122_Puppe_Poppe±_jung_W_Vals_GR09_KFYD.wav
1766,7,138,Taschentuch,(Schnüüz-)Pänett,jung,M,Bosco Gurin TI,TI01,SSQE,138_Taschentuch_(Schnüüz-)Pänett_jung_M_Bosco Gurin_TI01_SSQE.wav
1767,2,42,herauf,u(u)fa,jung,M,Igis GR,GR04,HVLO,042_herauf_u(u)fa_jung_M_Igis_GR04_HVLO.wav
1768,5,100,Bonbon,Täfi,jung,W,Grindelwald BE,BE10,SDYX,100_Bonbon_Täfi_jung_W_Grindelwald_BE10_SDYX.wav
1769,6,114,Schluckauf,Hötsch(er),alt,W,Glarus GL,GL02,FXCQ,114_Schluckauf_Hötsch(er)_alt_W_Glarus_GL02_FXCQ.wav
1770,20,342,Grussformeln (nachmittags),Grüessech,alt,W,Aarberg BE,BE01,SUPE,342_Grussformeln (nachmittags)_Grüessech_alt_W_Aarberg_BE01_SUPE.wav
1771,2,38,in-zu,im Muotitaal,alt,M,Muotathal SZ,SZ03,AOLG,038_in-zu_im Muotitaal_alt_M_Muotathal_SZ03_AOLG.wav
1772,4,80,Kochschürze,Voscher,alt,M,Brig + Ried VS,VS03,TYEY,080_Kochschürze_Voscher_alt_M_Brig + Ried_VS03_TYEY.wav
1773,7,130,Ohrfeige,Chläpper,jung,M,Möhlin AG,AG08,UIHT,130_Ohrfeige_Chläpper_jung_M_Möhlin_AG08_UIHT.wav
1774,9,158,Küche,ù–o,jung,W,Zweisimmen BE,BE25,NQPL,158_Küche_ù–o_jung_W_Zweisimmen_BE25_NQPL.wav
1775,16,298,ich,ich bi(n) ich pi(n),jung,W,Bülach ZH,ZH02,TPTK,298_ich_ich bi(n) ich pi(n)_jung_W_Bülach_ZH02_TPTK.wav
1776,20,340,Grussformeln (mittags),Güet(e) Tag,jung,W,Salgesch VS,VS06,IPCB,340_Grussformeln (mittags)_Güet(e) Tag_jung_W_Salgesch_VS06_IPCB.wav
1777,9,178,schneien,äi ai,alt,M,Weinfelden TG,TG06,WNMA,178_schneien_äi ai_alt_M_Weinfelden_TG06_WNMA.wav
1778,7,132,kneifen,pfätze,jung,W,Basel BS,BS01,ZYHQ,132_kneifen_pfätze_jung_W_Basel_BS01_ZYHQ.wav
1779,20,340,Grussformeln (mittags),Grüezi,jung,M,Bülach ZH,ZH02,BLTF,340_Grussformeln (mittags)_Grüezi_jung_M_Bülach_ZH02_BLTF.wav
1780,2,26,schau,lüeg,jung,M,Brig + Ried VS,VS03,TFRP,026_schau_lüeg_jung_M_Brig + Ried_VS03_TFRP.wav
1781,9,164,Abend (Endung),-ben,jung,M,Bosco Gurin TI,TI01,SSQE,164_Abend (Endung)_-ben_jung_M_Bosco Gurin_TI01_SSQE.wav
1782,13,262,haben (Plural),hän hänt hän,alt,W,Basel BS,BS01,EJSR,262_haben (Plural)_hän hänt hän_alt_W_Basel_BS01_EJSR.wav
1783,5,82,Überrest eines Apfels,Grübschi,jung,M,Adelboden BE,BE02,FBWY,082_Überrest eines Apfels_Grübschi_jung_M_Adelboden_BE02_FBWY.wav
1784,4,72,schaukeln,lette,alt,W,Bosco Gurin TI,TI01,VGXK,072_schaukeln_lette_alt_W_Bosco Gurin_TI01_VGXK.wav
1785,10,224,folgen,folge,alt,W,Frauenfeld TG,TG04,JIYA,224_folgen_folge_alt_W_Frauenfeld_TG04_JIYA.wav
1785,10,224,folgen,folge,alt,W,Frauenfeld TG,TG04,JIYA,224_folgen_folge_alt_W_Frauenfeld_TG04_JIYA.wav
1786,18,322,Mirjams Hut,Mirjams Huet,alt,M,Saanen-Gstaad BE,BE20,FRBT,322_Mirjams Hut_Mirjams Huet_alt_M_Saanen-Gstaad_BE20_FRBT.wav
1787,9,168,Schnee,eei,alt,W,Mels SG,SG06,PCJF,168_Schnee_eei_alt_W_Mels_SG06_PCJF.wav
1788,6,116,Schnupfen,Pfäggse,jung,W,Engelberg OW,OW01,HLFM,116_Schnupfen_Pfäggse_jung_W_Engelberg_OW01_HLFM.wav
1789,6,110,Quetschfleck,Blöiele±,alt,M,Frauenfeld TG,TG04,HIGZ,110_Quetschfleck_Blöiele±_alt_M_Frauenfeld_TG04_HIGZ.wav
1790,3,46,Küken,Bippeli,alt,W,Gelterkinden BL,BL02,KFQY,046_Küken_Bippeli_alt_W_Gelterkinden_BL02_KFQY.wav
1791,20,346,Grussformeln beim Wandern,Hoi,jung,W,Oberriet SG,SG07,JASL,346_Grussformeln beim Wandern_Hoi_jung_W_Oberriet_SG07_JASL.wav
1792,0,362,Vergleichstext,Lesesprache,alt,M,Spreitenbach AG,AG09,JIQI,362_Vergleichstext_Lesesprache_alt_M_Spreitenbach_AG09_JIQI.wav
1793,4,64,Giesskanne,Giesschanne,alt,M,Sarnen + Kägiswil OW,OW03,CAVF,064_Giesskanne_Giesschanne_alt_M_Sarnen + Kägiswil_OW03_CAVF.wav
1794,7,134,flüstern,bisme,alt,M,Grabs SG,SG05,FSTE,134_flüstern_bisme_alt_M_Grabs_SG05_FSTE.wav
1795,18,322,Mirjams Hut,der Mirjams Huet,alt,W,Interlaken Unterseen BE,BE24,OKGR,322_Mirjams Hut_der Mirjams Huet_alt_W_Interlaken Unterseen_BE24_OKGR.wav
1796,0,362,Vergleichstext,Lesesprache,jung,M,Willisau LU,LU06,TIXC,362_Vergleichstext_Lesesprache_jung_M_Willisau_LU06_TIXC.wav
1797,7,122,Puppe,Puppe±,alt,W,Mels SG,SG06,PCJF,122_Puppe_Puppe±_alt_W_Mels_SG06_PCJF.wav
1798,7,124,Glasmurmeln,Chrügeleni±,jung,W,Jaun FR,FR04,WIAS,124_Glasmurmeln_Chrügeleni±_jung_W_Jaun_FR04_WIAS.wav
1799,2,32,etwas,eppis eppes,alt,W,Grindelwald BE,BE10,KCUO,032_etwas_eppis eppes_alt_W_Grindelwald_BE10_KCUO.wav
1800,10,224,folgen,fouge,jung,W,Sumiswald BE,BE22,BLZL,224_folgen_fouge_jung_W_Sumiswald_BE22_BLZL.wav
1800,10,224,folgen,fouge,jung,W,Sumiswald BE,BE22,BLZL,224_folgen_fouge_jung_W_Sumiswald_BE22_BLZL.wav
1801,7,138,Taschentuch,Schnü(ü)zlumpe,alt,W,Reckingen VS,VS04,KDYB,138_Taschentuch_Schnü(ü)zlumpe_alt_W_Reckingen_VS04_KDYB.wav
1802,9,160,Tanne (Schwa),en,alt,W,Meiringen BE,BE17,XVXT,160_Tanne (Schwa)_en_alt_W_Meiringen_BE17_XVXT.wav
1803,17,318,Pult,das,alt,W,Weggis LU,LU05,DIZP,318_Pult_das_alt_W_Weggis_LU05_DIZP.wav
1804,0,362,Vergleichstext,Lesesprache,jung,W,Freiburg FR,FR02,MXJS,362_Vergleichstext_Lesesprache_jung_W_Freiburg_FR02_MXJS.wav
1805,9,192,heuen,eu,jung,W,Grindelwald BE,BE10,SDYX,192_heuen_eu_jung_W_Grindelwald_BE10_SDYX.wav
1806,6,112,Dutt,Gägger±,jung,M,Jaun FR,FR04,QOST,112_Dutt_Gägger±_jung_M_Jaun_FR04_QOST.wav
1807,7,128,Kuss,Muntschi,alt,M,Reckingen VS,VS04,DRXU,128_Kuss_Muntschi_alt_M_Reckingen_VS04_DRXU.wav
1808,20,338,Grussformeln (morgens),Grüezi,jung,W,Einsiedeln SZ,SZ01,AJFE,338_Grussformeln (morgens)_Grüezi_jung_W_Einsiedeln_SZ01_AJFE.wav
1809,9,188,Augen,äu-palatalisiert,jung,W,Reigoldswil BL,BL05,ZAAX,188_Augen_äu-palatalisiert_jung_W_Reigoldswil_BL05_ZAAX.wav
1810,7,130,Ohrfeige,Flätt(e)re,jung,W,Spreitenbach AG,AG09,KPHL,130_Ohrfeige_Flätt(e)re_jung_W_Spreitenbach_AG09_KPHL.wav
1811,21,354,Dankeserwiderung,'(Sehr-Bitte) gern',jung,W,Grindelwald BE,BE10,SDYX,354_Dankeserwiderung_'(Sehr-Bitte) gern'_jung_W_Grindelwald_BE10_SDYX.wav
1812,5,88,Zwiebel,Ziibele,alt,M,Liestal BL,BL04,NDZV,088_Zwiebel_Ziibele_alt_M_Liestal_BL04_NDZV.wav
1813,6,120,Baby,Pupp(el)i±,alt,W,Schiers GR,GR06,XEUG,120_Baby_Pupp(el)i±_alt_W_Schiers_GR06_XEUG.wav
1814,9,176,Mäuse,ei,alt,M,Stans + Oberdorf NW,NW01,GHMK,176_Mäuse_ei_alt_M_Stans + Oberdorf_NW01_GHMK.wav
1815,5,104,Schoggistängeli,(Schoggi)stängeli±,alt,W,Langnau BE,BE15,ORZF,104_Schoggistängeli_(Schoggi)stängeli±_alt_W_Langnau_BE15_ORZF.wav
1816,9,200,tief,öi öü,jung,M,Huttwil BE,BE11,ZGBL,200_tief_öi öü_jung_M_Huttwil_BE11_ZGBL.wav
1817,0,362,Vergleichstext,Lesesprache,jung,M,Langenthal BE,BE14,BNOO,362_Vergleichstext_Lesesprache_jung_M_Langenthal_BE14_BNOO.wav
1818,13,256,ich komme,chum±,alt,W,Basel BS,BS01,EJSR,256_ich komme_chum±_alt_W_Basel_BS01_EJSR.wav
1819,13,258,du kommst,-sch,jung,W,Horgen ZH,ZH03,GHLF,258_du kommst_-sch_jung_W_Horgen_ZH03_GHLF.wav
1820,4,62,begiessen,tränke,alt,W,Grabs SG,SG05,FAPZ,062_begiessen_tränke_alt_W_Grabs_SG05_FAPZ.wav
1821,9,192,heuen,au äu,alt,W,Obersaxen GR,GR05,AKVO,192_heuen_au äu_alt_W_Obersaxen_GR05_AKVO.wav
1822,6,106,Wange,Backe,jung,W,Münchenbuchsee BE,BE18,CCWJ,106_Wange_Backe_jung_W_Münchenbuchsee_BE18_CCWJ.wav
1823,7,132,kneifen,kneife,jung,W,Bremgarten + Widen + Zufikon AG,AG02,NGPR,132_kneifen_kneife_jung_W_Bremgarten + Widen + Zufikon_AG02_NGPR.wav
1824,3,54,Biene,Iime±,alt,W,Appenzell AI,AI01,SSZQ,054_Biene_Iime±_alt_W_Appenzell_AI01_SSZQ.wav
1825,5,104,Schoggistängeli,Branchli±,alt,W,Zermatt VS,VS11,FVIZ,104_Schoggistängeli_Branchli±_alt_W_Zermatt_VS11_FVIZ.wav
1826,4,66,Pfütze,Glumpe,alt,M,Sursee LU,LU04,LJIP,066_Pfütze_Glumpe_alt_M_Sursee_LU04_LJIP.wav
1827,0,362,Vergleichstext,Lesesprache,alt,W,Aarau AG,AG01,IPQX,362_Vergleichstext_Lesesprache_alt_W_Aarau_AG01_IPQX.wav
1828,14,274,Tanne Plural,Tanna Tanna,jung,M,Vättis SG,SG11,WUQD,274_Tanne Plural_Tanna Tanna_jung_M_Vättis_SG11_WUQD.wav
1829,6,110,Quetschfleck,Blääbele±,alt,W,Glarus GL,GL02,BDOI,110_Quetschfleck_Blääbele±_alt_W_Glarus_GL02_BDOI.wav
1830,13,266,"tragen, getragen","trääge, trääge(t)",jung,W,Appenzell AI,AI01,TRDS,"266_tragen, getragen_trääge, trääge(t)_jung_W_Appenzell_AI01_TRDS.wav"
1831,10,210,"Tag, Tanne (Anlaut)",d,alt,W,Gelterkinden BL,BL02,XMXO,"210_Tag, Tanne (Anlaut)_d_alt_W_Gelterkinden_BL02_XMXO.wav"
1832,13,262,haben (Plural),hent-häint het-häit hent-häint,jung,W,Vals GR,GR09,KFYD,262_haben (Plural)_hent-häint het-häit hent-häint_jung_W_Vals_GR09_KFYD.wav
1833,10,236,Fenster,än,jung,M,Burgdorf BE,BE07,GZMD,236_Fenster_än_jung_M_Burgdorf_BE07_GZMD.wav
1834,5,84,Heidelbeere,Beri,jung,W,Bosco Gurin TI,TI01,MCMB,084_Heidelbeere_Beri_jung_W_Bosco Gurin_TI01_MCMB.wav
1835,0,362,Vergleichstext,Lesesprache,jung,W,Bosco Gurin TI,TI01,FVIK,362_Vergleichstext_Lesesprache_jung_W_Bosco Gurin_TI01_FVIK.wav
1836,4,72,schaukeln,ri(i)te,alt,W,Aesch BL,BL01,BDUF,072_schaukeln_ri(i)te_alt_W_Aesch_BL01_BDUF.wav
1837,5,82,Überrest eines Apfels,Bäck,alt,M,Muotathal SZ,SZ03,CGCE,082_Überrest eines Apfels_Bäck_alt_M_Muotathal_SZ03_CGCE.wav
1838,6,118,urinieren,brunze,alt,W,Brig + Ried VS,VS03,ZVDJ,118_urinieren_brunze_alt_W_Brig + Ried_VS03_ZVDJ.wav
1839,0,362,Vergleichstext,Lesesprache,alt,W,Mels SG,SG06,PCJF,362_Vergleichstext_Lesesprache_alt_W_Mels_SG06_PCJF.wav
1840,4,60,Löwenzahn,Soublueme±,alt,M,Grabs SG,SG05, FSTE,060_Löwenzahn_Soublueme±_alt_M_Grabs_SG05_ FSTE.wav
1841,5,100,Bonbon,Züggi,jung,M,Glarus GL,GL02,XEKM,100_Bonbon_Züggi_jung_M_Glarus_GL02_XEKM.wav
1842,13,264,sein (Plural),siend siend siend,alt,W,Diepoldsau SG,SG01,FNGR,264_sein (Plural)_siend siend siend_alt_W_Diepoldsau_SG01_FNGR.wav
1843,2,26,schau,lueg,jung,W,Winterthur ZH,ZH06,UFAM,026_schau_lueg_jung_W_Winterthur_ZH06_UFAM.wav
1844,3,46,Küken,Hiendli,jung,M,Bosco Gurin TI,TI01,SSQE,046_Küken_Hiendli_jung_M_Bosco Gurin_TI01_SSQE.wav
1845,7,138,Taschentuch,(Schnuuz-)Neet(e)li,alt,M,Davos-Frauenkirch GR,GR03,TVAU,138_Taschentuch_(Schnuuz-)Neet(e)li_alt_M_Davos-Frauenkirch_GR03_TVAU.wav
1846,17,314,Teller,der,alt,M,Spreitenbach AG,AG09,JIQI,314_Teller_der_alt_M_Spreitenbach_AG09_JIQI.wav
1847,3,46,Küken,Piteli,alt,M,Düdingen FR,FR01,DUGA,046_Küken_Piteli_alt_M_Düdingen_FR01_DUGA.wav
